time,open,high,low,close,Plot,24H Volume,Accumulation/Distribution,Advance Decline Line,ADR_B,Plot,Aroon Up,Aroon Down,ADR,ADX
2023-05-01T04:00:00-04:00,1.10033,1.10033,1.09974,1.09992,1.100108598,NaN,-4472.239856,404.4618793,0.8,2.74180865,7.142857143,57.14285714,0.000626429,27.46746094
2023-05-01T04:15:00-04:00,1.09992,1.09992,1.09918,1.09943,1.09994932,NaN,-5053.753369,404.4618793,0.8,2.74180865,28.57142857,100,0.000639286,28.38994682
2023-05-01T04:30:00-04:00,1.09943,1.09966,1.09914,1.0996,1.099771347,NaN,-3660.676446,404.4618793,1.25,2.74180865,21.42857143,100,0.000659286,29.322404
2023-05-01T04:45:00-04:00,1.0996,1.09973,1.09915,1.09922,1.099563863,NaN,-4624.883343,404.4618793,0.8,2.74180865,14.28571429,92.85714286,0.000676429,29.86006962
2023-05-01T05:00:00-04:00,1.09922,1.09954,1.09883,1.09945,1.09945429,NaN,-3404.390385,404.4618793,1.25,2.74180865,7.142857143,100,0.000677143,30.98123045
2023-05-01T05:15:00-04:00,1.09945,1.10008,1.09936,1.10004,1.099548077,NaN,-2217.723718,404.4618793,1.25,2.74180865,7.142857143,92.85714286,0.000697143,29.93924619
2023-05-01T05:30:00-04:00,1.10004,1.10023,1.09987,1.10023,1.09977427,NaN,-1068.723718,404.4618793,1.25,2.74180865,35.71428571,85.71428571,0.000683571,28.501576
2023-05-01T05:45:00-04:00,1.10023,1.10045,1.10017,1.10033,1.100023796,NaN,-877.7237183,404.4618793,2,2.74180865,28.57142857,78.57142857,0.000649286,26.52348477
2023-05-01T06:00:00-04:00,1.10033,1.10067,1.10018,1.10021,1.100172456,NaN,-2482.764535,404.4618793,1.25,2.74180865,100,71.42857143,0.000635,25.15542643
2023-05-01T06:15:00-04:00,1.10021,1.10032,1.09997,1.10022,1.100226493,NaN,-1533.47882,404.4618793,2,2.74180865,92.85714286,64.28571429,0.000594286,23.42254016
2023-05-01T06:30:00-04:00,1.10022,1.10063,1.10006,1.10063,1.100320765,NaN,-447.4788203,404.4618793,3.5,2.74180865,85.71428571,57.14285714,0.000587143,22.47138801
2023-05-01T06:45:00-04:00,1.10063,1.10095,1.10046,1.10088,1.100492919,NaN,238.2354654,404.4618793,3.5,2.74180865,100,50,0.000560714,22.28234325
2023-05-01T07:00:00-04:00,1.10088,1.10101,1.10066,1.1007,1.100633221,NaN,-735.3073917,404.4618793,3.5,2.74180865,100,42.85714286,0.000525,22.22914592
2023-05-01T07:15:00-04:00,1.1007,1.10118,1.10062,1.10109,1.100790753,NaN,306.2997511,404.4618793,3.5,2.74180865,100,35.71428571,0.000522143,22.52272292
2023-05-01T07:30:00-04:00,1.10109,1.10139,1.10087,1.10105,1.100910564,NaN,-255.854095,404.4618793,2,2.74180865,100,28.57142857,0.000517143,23.19142638
2023-05-01T07:45:00-04:00,1.10105,1.1014,1.10083,1.10134,1.101056897,NaN,1105.98801,404.4618793,2,2.74180865,100,21.42857143,0.000505,23.66910415
2023-05-01T08:00:00-04:00,1.10134,1.10134,1.10075,1.10116,1.101145825,NaN,2181.530383,404.4618793,1.25,2.74180865,92.85714286,14.28571429,0.00051,23.81842967
2023-05-01T08:15:00-04:00,1.10116,1.10199,1.10116,1.10165,1.101289208,NaN,2779.903877,404.4618793,2,2.74180865,100,7.142857143,0.000527857,25.1090388
2023-05-01T08:30:00-04:00,1.10165,1.10302,1.10131,1.10298,1.101727725,NaN,6789.131947,404.4618793,2,2.74180865,100,7.142857143,0.000599286,27.43007771
2023-05-01T08:45:00-04:00,1.10298,1.10337,1.10251,1.10328,1.102312165,NaN,9756.620319,404.4618793,2,2.74180865,100,7.142857143,0.000609286,29.85804794
2023-05-01T09:00:00-04:00,1.10328,1.10356,1.10261,1.10266,1.102682427,NaN,6523.936109,404.4618793,1.25,2.74180865,100,21.42857143,0.000651429,32.25041354
2023-05-01T09:15:00-04:00,1.10266,1.10288,1.10207,1.10248,1.102756102,NaN,6554.985492,404.4618793,1.25,2.74180865,92.85714286,14.28571429,0.000689286,32.9228621
2023-05-01T09:30:00-04:00,1.10248,1.10265,1.10219,1.10231,1.102621955,NaN,4825.115926,406.7033074,0.8,1.624254473,85.71428571,7.142857143,0.000687143,33.54727862
2023-05-01T09:45:00-04:00,1.10231,1.10275,1.10171,1.10174,1.10233922,NaN,1824.808234,409.0867995,0.8,1.650542942,78.57142857,7.142857143,0.000736429,32.90892005
2023-05-01T10:00:00-04:00,1.10174,1.10175,1.0995,1.09961,1.101599913,NaN,-7947.160655,411.0606856,0.5,1.358818419,71.42857143,100,0.000856429,32.12743013
2023-05-01T10:15:00-04:00,1.09961,1.09978,1.09833,1.09852,1.100526967,NaN,-12164.43652,412.9541233,0.5,1.279900332,64.28571429,100,0.000925,32.38091646
2023-05-01T10:30:00-04:00,1.09852,1.0992,1.09784,1.09804,1.099435601,NaN,-16058.08358,415.3997586,0.285714286,1.598113208,57.14285714,100,0.000997143,32.95360778
2023-05-01T10:45:00-04:00,1.09804,1.09861,1.09778,1.09814,1.098678517,NaN,-16710.52936,417.6060607,0.285714286,1.541858326,50,100,0.001016429,33.52621241
2023-05-01T11:00:00-04:00,1.09814,1.0982,1.09696,1.09712,1.098075625,NaN,-20457.30355,417.3045493,0.125,0.992846924,42.85714286,100,0.001067857,34.57935496
2023-05-01T11:15:00-04:00,1.09712,1.0976,1.0968,1.09688,1.097586006,NaN,-23566.10355,415.6894036,0.125,0.842931937,35.71428571,100,0.001084286,35.65086111
2023-05-01T11:30:00-04:00,1.09688,1.09711,1.09662,1.09684,1.097208247,NaN,-23858.85865,413.792037,0.125,0.826366559,28.57142857,100,0.001077143,36.75305449
2023-05-01T11:45:00-04:00,1.09684,1.09718,1.09669,1.09693,1.096999179,NaN,-23912.55253,412.2091226,0.285714286,0.853866317,21.42857143,92.85714286,0.001052857,37.64361809
2023-05-01T12:00:00-04:00,1.09693,1.09707,1.09643,1.09649,1.09682916,NaN,-25732.55253,410.8757893,0.285714286,0.91409396,14.28571429,100,0.000976429,38.64085637
2023-05-01T12:15:00-04:00,1.09649,1.09672,1.09643,1.09662,1.096718017,NaN,-25113.10426,410.4419284,0.5,0.988803359,7.142857143,92.85714286,0.000935714,39.56686334
2023-05-01T12:30:00-04:00,1.09662,1.09715,1.09647,1.0968,1.096687333,NaN,-25176.81014,411.1284153,0.8,1.029202279,7.142857143,85.71428571,0.000916429,39.53213217
2023-05-01T12:45:00-04:00,1.0968,1.09706,1.09664,1.09675,1.096703373,NaN,-26115.38157,410.2352452,0.8,0.951469583,14.28571429,78.57142857,0.000888571,39.4998818
2023-05-01T13:00:00-04:00,1.09675,1.09697,1.09662,1.09693,1.096772214,NaN,-24774.63871,409.0128489,0.8,0.913159653,7.142857143,71.42857143,0.000880714,39.48923996
2023-05-01T13:15:00-04:00,1.09693,1.09716,1.09692,1.0971,1.096878965,NaN,-23870.13871,406.9230909,1.25,0.785714286,7.142857143,64.28571429,0.000823571,39.04718983
2023-05-01T13:30:00-04:00,1.0971,1.09714,1.09652,1.09675,1.096903357,NaN,-24401.49355,404.6176476,1.25,0.762691131,7.142857143,57.14285714,0.000707143,39.06366877
2023-05-01T13:45:00-04:00,1.09675,1.09721,1.09671,1.09719,1.096966124,NaN,-23160.41355,402.5985084,2,0.801621959,7.142857143,50,0.000639286,38.91374019
2023-05-01T14:00:00-04:00,1.09719,1.09753,1.09686,1.09726,1.097056215,NaN,-22754.89116,400.3930159,2,0.759756098,7.142857143,42.85714286,0.00059,38.03505214
2023-05-01T14:15:00-04:00,1.09726,1.09756,1.09726,1.0974,1.097183492,NaN,-22876.29116,398.0220199,3.5,0.748792271,7.142857143,35.71428571,0.000552143,37.15063536
2023-05-01T14:30:00-04:00,1.0974,1.09747,1.0969,1.09695,1.097193666,NaN,-24240.94028,395.3589193,2,0.686263097,7.142857143,28.57142857,0.000504286,36.80280605
2023-05-01T14:45:00-04:00,1.09695,1.09736,1.09689,1.09694,1.0971227,NaN,-25805.96156,392.6618889,1.25,0.690739662,85.71428571,21.42857143,0.000480714,36.49268686
2023-05-01T15:00:00-04:00,1.09694,1.097,1.09671,1.09684,1.097008334,NaN,-26032.92708,389.6864997,1.25,0.657175399,78.57142857,14.28571429,0.000466429,36.44124739
2023-05-01T15:15:00-04:00,1.09684,1.09706,1.09666,1.09673,1.096893893,NaN,-27233.47708,386.5890486,0.8,0.629546726,71.42857143,7.142857143,0.00046,36.22574567
2023-05-01T15:30:00-04:00,1.09673,1.09697,1.09657,1.09657,1.096775688,NaN,-29348.47708,383.8461932,0.5,0.635081782,64.28571429,7.142857143,0.000442857,36.15488982
2023-05-01T15:45:00-04:00,1.09657,1.09735,1.09657,1.09727,1.09683234,NaN,-27830.27195,381.3068477,0.8,0.677029361,57.14285714,7.142857143,0.000477857,35.02659823
2023-05-01T16:00:00-04:00,1.09727,1.09742,1.09715,1.09734,1.096993799,NaN,-26944.97565,381.3068477,0.8,0.677029361,50,28.57142857,0.000448571,33.79531068
2023-05-01T16:15:00-04:00,1.09734,1.0975,1.09725,1.09746,1.097194863,NaN,-25765.85565,381.3068477,0.8,0.677029361,42.85714286,21.42857143,0.000436429,32.43650578
2023-05-01T16:30:00-04:00,1.09746,1.0976,1.09738,1.09758,1.097369274,NaN,-25249.58293,381.3068477,0.8,0.677029361,100,14.28571429,0.000427143,30.9015541
2023-05-01T16:45:00-04:00,1.09758,1.09768,1.09731,1.09731,1.097422849,NaN,-26666.58293,381.3068477,0.8,0.677029361,100,7.142857143,0.000436429,29.25506033
2023-05-01T17:00:00-04:00,1.09731,1.09759,1.09692,1.09743,1.097429392,NaN,-26607.55307,381.3068477,1.25,0.677029361,92.85714286,57.14285714,0.00044,28.56737383
2023-05-01T17:15:00-04:00,1.09743,1.09743,1.09714,1.09741,1.0974162,NaN,-26504.1048,381.3068477,1.25,0.677029361,85.71428571,50,0.000425,27.9288078
2023-05-01T17:30:00-04:00,1.09741,1.09758,1.09732,1.09736,1.097398958,NaN,-26577.48941,381.3068477,1.25,0.677029361,78.57142857,42.85714286,0.000395714,26.87500736
2023-05-01T17:45:00-04:00,1.09736,1.0976,1.09733,1.09756,1.097427825,NaN,-26370.60053,381.3068477,2,0.677029361,71.42857143,35.71428571,0.000393571,25.83435556
2023-05-01T18:00:00-04:00,1.09756,1.09765,1.09732,1.0975,1.097461967,NaN,-26337.05507,381.3068477,1.25,0.677029361,64.28571429,28.57142857,0.000376429,24.7054318
2023-05-01T18:15:00-04:00,1.0975,1.09751,1.09737,1.09745,1.097478113,NaN,-26285.48364,381.3068477,0.8,0.677029361,57.14285714,21.42857143,0.000352857,23.65714544
2023-05-01T18:30:00-04:00,1.09745,1.09757,1.09745,1.09749,1.097482909,NaN,-26360.81698,381.3068477,0.8,0.677029361,50,14.28571429,0.000340714,22.46810784
2023-05-01T18:45:00-04:00,1.09749,1.09752,1.09733,1.0974,1.097463071,NaN,-26430.81698,381.3068477,0.5,0.677029361,42.85714286,7.142857143,0.000325714,21.73460685
2023-05-01T19:00:00-04:00,1.0974,1.09744,1.09712,1.09715,1.097383184,NaN,-26796.44198,381.3068477,0.5,0.677029361,35.71428571,7.142857143,0.00032,21.65022753
2023-05-01T19:15:00-04:00,1.09715,1.09722,1.09692,1.09721,1.097300347,NaN,-26070.30864,381.3068477,0.5,0.677029361,28.57142857,35.71428571,0.000285714,22.07643137
2023-05-01T19:30:00-04:00,1.09721,1.09723,1.09694,1.097,1.097194399,NaN,-26663.55002,381.3068477,0.5,0.677029361,21.42857143,28.57142857,0.000287143,22.42875878
2023-05-01T19:45:00-04:00,1.097,1.09701,1.09672,1.09689,1.097081412,NaN,-26531.13623,381.3068477,0.5,0.677029361,14.28571429,100,0.00029,23.28477778
2023-05-01T20:00:00-04:00,1.09689,1.09785,1.09685,1.09778,1.097183756,NaN,-25210.17623,381.3068477,0.5,0.677029361,100,92.85714286,0.000345714,21.98937632
2023-05-01T20:15:00-04:00,1.09778,1.09778,1.09741,1.09766,1.097365091,NaN,-24767.47353,381.3068477,0.5,0.677029361,92.85714286,85.71428571,0.000345714,20.78650353
2023-05-01T20:30:00-04:00,1.09766,1.09782,1.09753,1.09761,1.097525198,NaN,-25251.16318,381.3068477,0.5,0.677029361,85.71428571,78.57142857,0.000318571,19.77791781
2023-05-01T20:45:00-04:00,1.09761,1.09792,1.09747,1.0979,1.097665655,NaN,-24005.67429,381.3068477,0.5,0.677029361,100,71.42857143,0.00033,19.11661329
2023-05-01T21:00:00-04:00,1.0979,1.09872,1.09784,1.09869,1.097941798,NaN,-22362.87884,381.3068477,0.8,0.677029361,100,64.28571429,0.000374286,20.17946803
2023-05-01T21:15:00-04:00,1.09869,1.09941,1.09857,1.09925,1.09837629,NaN,-21083.92646,381.3068477,1.25,0.677029361,100,57.14285714,0.000415,22.09020843
2023-05-01T21:30:00-04:00,1.09925,1.09945,1.09905,1.09907,1.09875351,NaN,-23478.82646,381.3068477,0.8,0.677029361,100,50,0.00042,23.91027932
2023-05-01T21:45:00-04:00,1.09907,1.09913,1.09864,1.09879,1.098916589,NaN,-24096.52033,381.3068477,0.8,0.677029361,92.85714286,42.85714286,0.000445,24.35968096
2023-05-01T22:00:00-04:00,1.09879,1.09902,1.09875,1.09899,1.09895724,NaN,-23247.187,381.3068477,1.25,0.677029361,85.71428571,35.71428571,0.000455714,24.77698248
2023-05-01T22:15:00-04:00,1.09899,1.09914,1.09866,1.09886,1.098928404,NaN,-23430.85367,381.3068477,0.8,0.677029361,78.57142857,28.57142857,0.000476429,25.35601228
2023-05-01T22:30:00-04:00,1.09886,1.09891,1.09859,1.09867,1.098857466,NaN,-23902.35367,381.3068477,0.8,0.677029361,71.42857143,21.42857143,0.000476429,25.67000596
2023-05-01T22:45:00-04:00,1.09867,1.09893,1.09866,1.09884,1.098817148,NaN,-23611.02033,381.3068477,1.25,0.677029361,64.28571429,14.28571429,0.000474286,25.99769284
2023-05-01T23:00:00-04:00,1.09884,1.09886,1.09869,1.09876,1.098788394,NaN,-23723.07916,381.3068477,0.8,0.677029361,57.14285714,7.142857143,0.000465714,26.30197352
2023-05-01T23:15:00-04:00,1.09876,1.0988,1.09854,1.09864,1.098749563,NaN,-23942.77147,381.3068477,0.5,0.677029361,50,7.142857143,0.000463571,26.0362599
2023-05-01T23:30:00-04:00,1.09864,1.09871,1.09848,1.0986,1.098697302,NaN,-23892.2932,381.3068477,0.285714286,0.677029361,42.85714286,7.142857143,0.000408571,25.57277125
2023-05-01T23:45:00-04:00,1.0986,1.09861,1.09834,1.09839,1.098602042,NaN,-24548.99691,381.3068477,0.285714286,0.677029361,35.71428571,14.28571429,0.000401429,24.64231455
2023-05-02T00:00:00-04:00,1.09839,1.09856,1.09833,1.09842,1.098514658,NaN,-24773.56213,381.3068477,0.5,0.677029361,28.57142857,7.142857143,0.000397143,23.74226694
2023-05-02T00:15:00-04:00,1.09842,1.09857,1.09814,1.0982,1.098406875,NaN,-25483.6784,381.3068477,0.285714286,0.677029361,21.42857143,7.142857143,0.000395714,22.23385927
2023-05-02T00:30:00-04:00,1.0982,1.09891,1.0979,1.09826,1.098327047,NaN,-27039.34177,381.3068477,0.5,0.677029361,14.28571429,100,0.000405,21.80274876
2023-05-02T00:45:00-04:00,1.09826,1.09874,1.09821,1.09845,1.098321599,NaN,-27197.17196,381.3068477,0.8,0.677029361,7.142857143,92.85714286,0.000382857,21.40243186
2023-05-02T01:00:00-04:00,1.09845,1.09881,1.09835,1.09873,1.098422722,NaN,-25579.12848,381.3068477,0.8,0.677029361,21.42857143,85.71428571,0.000387143,21.22352539
2023-05-02T01:15:00-04:00,1.09873,1.09915,1.09864,1.09908,1.098631338,NaN,-24107.10887,381.3068477,1.25,0.677029361,100,78.57142857,0.000388571,21.89273763
2023-05-02T01:30:00-04:00,1.09908,1.09927,1.09869,1.09877,1.09877065,NaN,-25437.35025,381.3068477,1.25,0.677029361,100,71.42857143,0.000410714,22.77175153
2023-05-02T01:45:00-04:00,1.09877,1.09887,1.0983,1.09834,1.098726559,NaN,-26878.12218,381.3068477,1.25,0.677029361,92.85714286,64.28571429,0.000417143,22.11297074
2023-05-02T02:00:00-04:00,1.09834,1.09919,1.09829,1.09871,1.098666105,NaN,-27051.12218,381.3068477,2,0.677029361,85.71428571,57.14285714,0.000458571,22.24037327
2023-05-02T02:15:00-04:00,1.09871,1.09921,1.09865,1.09896,1.098695904,NaN,-26809.4079,381.3068477,2,0.677029361,78.57142857,50,0.000479286,22.40211988
2023-05-02T02:30:00-04:00,1.09896,1.09907,1.09855,1.09876,1.098749291,NaN,-27188.63867,381.3068477,2,0.677029361,71.42857143,42.85714286,0.000504286,22.18539368
2023-05-02T02:45:00-04:00,1.09876,1.09947,1.09847,1.09914,1.098867426,NaN,-26256.01867,381.3068477,2,0.677029361,100,35.71428571,0.000557143,22.8532919
2023-05-02T03:00:00-04:00,1.09914,1.10017,1.09899,1.0999,1.099147514,NaN,-23952.01867,381.3068477,2,0.677029361,100,28.57142857,0.000625,24.55633181
2023-05-02T03:15:00-04:00,1.0999,1.10067,1.09966,1.09967,1.099413039,NaN,-27664.02857,381.3068477,1.25,0.677029361,100,21.42857143,0.000677857,26.69186004
2023-05-02T03:30:00-04:00,1.09967,1.10046,1.09941,1.10015,1.099698997,NaN,-26069.34285,381.3068477,1.25,0.677029361,92.85714286,14.28571429,0.000736429,27.87309855
2023-05-02T03:45:00-04:00,1.10015,1.10029,1.09822,1.09857,1.099565106,NaN,-28752.42498,381.3068477,1.25,0.677029361,85.71428571,7.142857143,0.000853571,26.19317318
2023-05-02T04:00:00-04:00,1.09857,1.09867,1.09597,1.09647,1.098763821,NaN,-33815.27683,381.3068477,1.25,0.677029361,78.57142857,100,0.000974286,26.66438788
2023-05-02T04:15:00-04:00,1.09647,1.09765,1.09636,1.09705,1.097912302,NaN,-33529.71869,381.3068477,1.25,0.677029361,71.42857143,92.85714286,0.001028571,27.10194438
2023-05-02T04:30:00-04:00,1.09705,1.09746,1.09666,1.09744,1.097410393,NaN,-30188.56869,381.3068477,1.25,0.677029361,64.28571429,85.71428571,0.001052857,27.50824684
2023-05-02T04:45:00-04:00,1.09744,1.09848,1.09716,1.09717,1.09723222,NaN,-34190.99293,381.3068477,1.25,0.677029361,57.14285714,78.57142857,0.001110714,26.29458231
2023-05-02T05:00:00-04:00,1.09717,1.09817,1.09693,1.09695,1.097160689,NaN,-37658.41229,381.3068477,0.8,0.677029361,50,71.42857143,0.001157857,25.41775999
2023-05-02T05:15:00-04:00,1.09695,1.09717,1.09534,1.09552,1.096768028,NaN,-41183.19917,381.3068477,0.5,0.677029361,42.85714286,100,0.001247857,25.98926515
2023-05-02T05:30:00-04:00,1.09552,1.09609,1.09517,1.0958,1.096325357,NaN,-39826.1557,381.3068477,0.8,0.677029361,35.71428571,100,0.001249286,26.64037318
2023-05-02T05:45:00-04:00,1.0958,1.09602,1.09491,1.09528,1.095876944,NaN,-40841.82236,381.3068477,0.5,0.677029361,28.57142857,100,0.001288571,27.43055752
2023-05-02T06:00:00-04:00,1.09528,1.09598,1.0948,1.09587,1.09569872,NaN,-38478.43253,381.3068477,0.8,0.677029361,21.42857143,100,0.001335714,28.24401668
2023-05-02T06:15:00-04:00,1.09587,1.09601,1.09498,1.09547,1.095613357,NaN,-38586.49078,381.3068477,0.8,0.677029361,14.28571429,92.85714286,0.001337857,28.94747201
2023-05-02T06:30:00-04:00,1.09547,1.09554,1.09491,1.09553,1.095581655,NaN,-36353.69713,381.3068477,0.8,0.677029361,7.142857143,85.71428571,0.001298571,29.65808503
2023-05-02T06:45:00-04:00,1.09553,1.09598,1.09547,1.09569,1.095589984,NaN,-36672.40302,381.3068477,0.8,0.677029361,7.142857143,78.57142857,0.001262857,29.51653534
