time,open,high,low,close,Basis,Upper,Lower,DEMA,Basis,Upper,Lower,Detrended Price Oscillator,ADX,+DI,-DI,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,EOM,Elder Force Index,EUR Index (Average)
2023-04-30T19:30:00-04:00,1.10124,1.10134,1.101,1.10108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.566059673677593
2023-04-30T19:45:00-04:00,1.10108,1.10115,1.10101,1.10106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.56507542729211
2023-04-30T20:00:00-04:00,1.10106,1.10143,1.1010199999999999,1.10108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.5639799592084
2023-04-30T20:15:00-04:00,1.10108,1.10112,1.10063,1.1007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.09674076923076928,16.58678907594928
2023-04-30T20:30:00-04:00,1.1007,1.10098,1.10062,1.10089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.756756756753049,20.656370656362018,21.844660194175916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.426699335199195e-7,-0.05819351648352792,16.59177690807611
2023-04-30T20:45:00-04:00,1.10089,1.10105,1.10044,1.10055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.996309963096423,21.652609383226093,18.547875713381003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.896865162221098e-7,-0.11652015698588243,16.586539982719614
2023-04-30T21:00:00-04:00,1.10055,1.10066,1.10028,1.10039,NaN,NaN,NaN,1.100515287518815,NaN,NaN,NaN,NaN,NaN,5.575349696486851,23.088451532624816,17.230051203046628,17.230051203046628,NaN,17.230051203046628,NaN,NaN,NaN,NaN,NaN,-4.217163460874229e-7,-0.12572584884503207,16.579011099779606
2023-04-30T21:15:00-04:00,1.10039,1.10061,1.10023,1.10059,NaN,NaN,NaN,1.1004852778623055,NaN,NaN,NaN,NaN,NaN,5.183461995807035,22.39043916012117,24.455441134833492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.009785854738492e-7,-0.07933644186717348,16.58215418668364
2023-04-30T21:30:00-04:00,1.10059,1.10084,1.10045,1.10054,NaN,NaN,NaN,1.1004522605676472,NaN,NaN,NaN,NaN,NaN,9.061132135457738,20.776360529316154,23.893876297964127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.718712886449696e-7,-0.07420980731470565,16.584189828026876
2023-04-30T21:45:00-04:00,1.10054,1.10058,1.1002,1.10039,1.1011035,1.21121385,0.99099315,1.1003806390763597,1.10133,1.10246,1.1002,NaN,NaN,8.423925531754659,23.941820708766436,22.243675142842918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.1703542309480634e-7,-0.08580840626976169,16.584088064874756
2023-04-30T22:00:00-04:00,1.10039,1.10042,1.10009,1.1002399999999999,1.101013,1.2111143000000002,0.9909117000000001,1.1002811757588815,1.10115,1.10221,1.10009,NaN,NaN,7.904091407638732,24.521363906403202,20.703801602677288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3301882993194018e-7,-0.09727149108838211,16.58911837738991
2023-04-30T22:15:00-04:00,1.1002399999999999,1.10033,1.1000699999999999,1.1003,1.100944,1.2110384,0.9908496,1.1002374722053403,1.101035,1.102,1.1000699999999999,NaN,NaN,7.510829173620904,23.684046635913045,23.000023119378994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2695272112122053e-7,-0.07596984950430641,16.594504553430333
2023-04-30T22:30:00-04:00,1.1003,1.1006799999999999,1.10026,1.10058,1.100889,1.2109779,0.9908001000000001,1.1003128030428604,1.101035,1.102,1.1000699999999999,NaN,NaN,13.550835896877318,21.79737984087386,32.782232684832294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4149960969949492e-7,-0.024077013860858115,16.595936934549787
2023-04-30T22:45:00-04:00,1.10058,1.10082,1.10046,1.10081,1.1008415,1.21092565,0.9907573500000001,1.1004545026571586,1.101035,1.102,1.1000699999999999,NaN,NaN,15.28637891206589,20.30435706030969,39.57318329558582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.465759727374944e-8,0.008539702405000897,16.60612375302505
2023-04-30T23:00:00-04:00,1.10081,1.10106,1.10055,1.10093,1.1008075,1.21088825,0.99072675,1.100602610304023,1.10095,1.10183,1.1000699999999999,NaN,NaN,18.292452315564827,18.383309168992707,42.81908725607682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.631304983216666e-8,0.027822602061411905,16.607536585199693
2023-04-30T23:15:00-04:00,1.10093,1.1012,1.1008499999999999,1.10113,1.1007935,1.2108728500000001,0.99071415,1.1007824947858555,1.100775,1.10148,1.1000699999999999,NaN,NaN,19.711147169274753,17.181869628638328,47.84732677403846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.237226906077192e-8,0.047590801766921875,16.607451614717405
2023-04-30T23:30:00-04:00,1.10113,1.10113,1.1008499999999999,1.10094,1.1007825,1.2108607500000002,0.9907042500000001,1.100843121062794,1.10075,1.10143,1.1000699999999999,NaN,NaN,18.660455839434743,16.265999979134012,43.89804316003589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.332266558528935e-9,0.014164972943088161,16.610092976981733
2023-04-30T23:45:00-04:00,1.10094,1.1014,1.10089,1.1014,1.100796,1.2108756000000003,0.9907164000000002,1.1010513970375229,1.10075,1.10143,1.1000699999999999,NaN,35.15138933427659,21.905504605111915,14.726243457597272,53.833286674501515,NaN,NaN,NaN,NaN,53.833286674501515,NaN,53.833286674501515,NaN,1.3046965446913348e-7,0.09191854823691621,16.615314257148984
2023-05-01T00:00:00-04:00,1.1014,1.10143,1.10106,1.10117,1.1008005,1.2108805500000002,0.9907204500000001,1.1011158377798484,1.10075,1.10143,1.1000699999999999,NaN,34.13296464861314,20.955343603803826,13.712117188760304,49.14676991905901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7627002541435882e-7,0.0435316127745069,16.615069811664515
2023-05-01T00:15:00-04:00,1.10117,1.10136,1.10097,1.10134,1.1008055,1.2108860500000003,0.9907249500000002,1.1012204463437427,1.10075,1.10143,1.1000699999999999,NaN,32.76016682914184,19.43600483098556,14.391099741124645,52.442304329556755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7228751030892478e-7,0.062545668092435,16.611689946357213
2023-05-01T00:30:00-04:00,1.10134,1.10136,1.10083,1.10084,1.1007935,1.2108728500000001,0.99071415,1.1011121779708857,1.10075,1.10143,1.1000699999999999,NaN,30.85734582970051,17.571495713206758,15.544569693205508,43.511046918973065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033703704772545e-7,-0.0006037130636211696,16.605912116783248
2023-05-01T00:45:00-04:00,1.10084,1.10088,1.10032,1.10061,1.1007710000000002,1.2108481000000002,0.9906939000000001,1.1009491990934217,1.10075,1.10143,1.1000699999999999,-0.00045238095238087084,29.966157517790403,15.84219791506282,22.977541415734752,40.12575178198628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7980024562868733e-10,-0.03054889691166908,16.60626305896622
2023-05-01T01:00:00-04:00,1.10061,1.10061,1.10037,1.10044,1.1007390000000001,1.2108129000000003,0.9906651000000002,1.1007701246481079,1.10075,1.10143,1.1000699999999999,-0.0005390476190476612,29.138625513873873,15.153874350693446,21.979196155025342,37.7856757593952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.560279805802279e-8,-0.05923762592428846,16.60342071578345
2023-05-01T01:15:00-04:00,1.10044,1.1006,1.10026,1.10032,1.1007200000000001,1.2107920000000003,0.9906480000000002,1.1005991120171825,1.10075,1.10143,1.1000699999999999,-0.0006066666666666443,28.688521929631012,14.211813285880556,22.624094024365757,36.181647092188705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.190923923720349e-8,-0.06982082222083773,16.607081808498307
2023-05-01T01:30:00-04:00,1.10032,1.10078,1.10008,1.10072,1.1007115,1.21078265,0.9906403500000001,1.1006224994527032,1.10075,1.10143,1.1000699999999999,-0.00016523809523816269,28.2705686014055,12.490224504673842,19.883459478033085,44.62073563115318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.1635946379062576e-9,0.01141072381070267,16.608014836780526
2023-05-01T01:45:00-04:00,1.10072,1.10087,1.10043,1.1006,1.1007140000000002,1.2107854000000002,0.9906426000000002,1.1005981674333283,1.10075,1.10143,1.1000699999999999,-0.0002457142857141825,27.450272543446214,13.09381213904236,18.376562613256734,42.792534797508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.432907271885119e-8,-0.011510808162236753,16.61005134717403
2023-05-01T02:00:00-04:00,1.1006,1.10065,1.1001,1.10025,1.100707,1.2107777000000002,0.9906363000000001,1.1004566682435952,1.10075,1.10143,1.1000699999999999,-0.0005728571428571527,27.656430090376034,11.881644131091095,22.229878870234334,37.91331465085509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.477415191647434e-8,-0.11756640699622523,16.608560307674743
2023-05-01T02:15:00-04:00,1.10025,1.10025,1.09949,1.09967,1.1006610000000001,1.2107271000000002,0.9905949000000002,1.100149042032422,1.10046,1.10143,1.09949,-0.0011304761904762373,29.065974297375163,10.442987777822388,29.256679593138042,31.503004912585823,31.503004912585823,31.503004912585823,31.503004912585823,NaN,NaN,NaN,NaN,NaN,-2.7757167497641765e-7,-0.23963977742534187,16.60322520374724
2023-05-01T02:30:00-04:00,1.09967,1.10016,1.09947,1.10016,1.1006420000000001,1.2107062000000002,0.9905778000000002,1.1001093995759745,1.10045,1.10143,1.09947,-0.0006519047619046869,30.4070398151854,9.337551485719967,26.46655545787758,40.6350880616458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4350641447689824e-7,-0.08437552350741084,16.605170354959665
2023-05-01T02:45:00-04:00,1.10016,1.10056,1.09964,1.09978,1.1006114999999999,1.21067265,0.9905503499999999,1.099949252420809,1.10045,1.10143,1.09947,-0.0010338095238096034,30.006898442719006,13.842127404783035,22.974518809320493,36.56388409528513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.1408902061556486e-7,-0.17866759157779386,16.602976698296786
2023-05-01T03:00:00-04:00,1.09978,1.10045,1.09978,1.09987,1.100593,1.2106523,0.9905337,1.0998723881446708,1.10045,1.10143,1.09947,-0.0009561904761905549,29.635338596857352,12.544076504188759,20.82007433997875,38.14456113331714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.038458379935912e-7,-0.12344364992384856,16.593549798860472
2023-05-01T03:15:00-04:00,1.09987,1.10057,1.09971,1.10021,1.1005885,1.2106473500000001,0.99052965,1.0999454994821556,1.10045,1.10143,1.09947,-0.0005971428571429627,28.83188570654972,12.705809962290665,18.430919900744176,43.83794709059762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4380230335952677e-7,0.007994014350989273,16.59350126273163
2023-05-01T03:30:00-04:00,1.10021,1.10046,1.09961,1.10002,1.1005604999999998,1.21061655,0.9905044499999999,1.0999344707588594,1.10045,1.10143,1.09947,-0.0007647619047619347,28.342987618952865,11.322812390231917,17.705318161884303,41.537097413434886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.997288687955706e-7,-0.04843798769912658,16.595194471540257
2023-05-01T03:45:00-04:00,1.10002,1.10033,1.09973,1.10033,1.1005365,1.21059015,0.99048285,1.1000424335455956,1.10045,1.10143,1.09947,-0.00042523809523808964,27.889010823327215,10.457516522485301,16.352267513810833,46.47338645374652,NaN,NaN,NaN,NaN,46.47338645374652,NaN,46.47338645374652,NaN,-3.793992432254868e-7,0.043244581972186086,16.58955823810403
2023-05-01T04:00:00-04:00,1.10033,1.10033,1.09974,1.09992,1.100486,1.2105346000000001,0.9904374000000001,1.099975432387283,1.10045,1.10143,1.09947,-0.0007990476190475881,27.46746094167482,9.674577780915568,15.127997514184573,41.48440468989181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.435084490188119e-7,-0.08933035830956138,16.589945516014964
2023-05-01T04:15:00-04:00,1.09992,1.09992,1.09918,1.09943,1.100401,1.2104411000000002,0.9903609,1.0997539343504716,1.100305,1.10143,1.09918,-0.0012900000000002354,28.389946823608852,8.786075501186483,20.68862778632935,36.44843213606708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.698549073288698e-7,-0.2020788785510786,16.58656889951279
2023-05-01T04:30:00-04:00,1.09943,1.09966,1.09914,1.0996,1.100334,1.2103674,0.9903006,1.0996604182328935,1.100285,1.10143,1.09914,-0.0011061904761906494,29.32240399951298,8.215126781621995,19.844083220814735,39.205820985196844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.8676392530370526e-7,-0.12922903875806646,16.585911283146412
2023-05-01T04:45:00-04:00,1.0996,1.09973,1.09915,1.09922,1.100225,1.2102475000000001,0.9902025,1.0994613511883276,1.100285,1.10143,1.09914,-0.0014719047619047299,29.860069619371014,8.494164777945583,18.407268242120008,35.49818373251378,35.49818373251378,35.49818373251378,35.49818373251378,NaN,NaN,NaN,NaN,NaN,-2.606102252984556e-7,-0.17976489036402518,16.585921252849804
2023-05-01T05:00:00-04:00,1.09922,1.09954,1.09883,1.09945,1.100139,1.2101529,0.9901251,1.0994070942322725,1.100095,1.10136,1.09883,-0.001207619047619124,30.981230452040414,7.754027649272527,20.730556166920415,39.24333638574649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.39705900265725e-7,-0.10036276316917554,16.586597902709144
2023-05-01T05:15:00-04:00,1.09945,1.10008,1.09936,1.10004,1.100074,1.2100814000000002,0.9900666,1.0995864860111064,1.100095,1.10136,1.09883,-0.0005971428571429627,29.93924618873742,13.597074931891298,18.929264347589566,47.64165505179185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8927695921625216e-7,0.026496202997824445,16.586518395871742
2023-05-01T05:30:00-04:00,1.10004,1.10023,1.09987,1.10023,1.1000435000000002,1.2100478500000003,0.9900391500000002,1.0997878373091157,1.099855,1.10088,1.09883,-0.0003709523809523052,28.5015759979638,14.851675469844324,18.08320055521492,50.036816578133376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.52680630914553e-8,0.053898173998157314,16.589452449632912
2023-05-01T05:45:00-04:00,1.10023,1.10045,1.10017,1.10033,1.1000295,1.2100324500000001,0.9900265500000001,1.099970388647477,1.09985,1.10087,1.09883,-0.0002461904761903444,26.523484770805304,17.151113078933747,17.430636955618514,51.29955362214875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3719470486937605e-7,0.0652984348555613,16.592813983664055
2023-05-01T06:00:00-04:00,1.10033,1.10067,1.10018,1.10021,1.100018,1.2100198,0.9900162,1.100058405958129,1.09985,1.10087,1.09883,-0.0003647619047619788,25.155426426830747,18.917999948379588,16.320674279259254,49.677054081507215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7487919692317794e-7,0.02461580130473548,16.583979098626283
2023-05-01T06:15:00-04:00,1.10021,1.10032,1.09997,1.10022,1.1000130000000001,1.2100143000000003,0.9900117000000002,1.1001244007986215,1.09985,1.10087,1.09883,-0.0003414285714284926,23.422540162672068,18.03459823472544,18.36033974591792,49.819486724412045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.767377536527309e-8,0.024263543975508284,16.580741557350155
2023-05-01T06:30:00-04:00,1.10022,1.10063,1.10006,1.10063,1.1000085,1.21000935,0.99000765,1.1003180614645918,1.09985,1.10087,1.09883,0.00008047619047624188,22.471388011201185,20.786347413271248,16.970486916950332,55.39398108342337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1954643703663823e-7,0.08440589483615328,16.58476923679006
2023-05-01T06:45:00-04:00,1.10063,1.10095,1.10046,1.10088,1.1000225000000001,1.2100247500000003,0.9900202500000002,1.1005444818322292,1.09989,1.10095,1.09883,0.0003728571428573968,22.282343250902564,23.701966128907763,15.859082620121978,58.42665805732544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4424195865120785e-7,0.10663362414528568,16.59075424300852
2023-05-01T07:00:00-04:00,1.10088,1.10101,1.10066,1.1007,1.1000450000000002,1.2100495000000002,0.9900405000000002,1.100638011594228,1.09992,1.10101,1.09883,0.0002642857142858279,22.22914591606959,23.38738406443296,15.098463615023764,55.50082649906697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0129075559087224e-7,0.05894882069594672,16.59685693486556
2023-05-01T07:15:00-04:00,1.1007,1.10118,1.10062,1.10109,1.1001160000000003,1.2101276000000005,0.9901044000000003,1.1008407501781379,1.100005,1.10118,1.09883,0.0007271428571431482,22.522722920333837,23.91940312490127,13.94596025502395,60.15640425479764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1934843642515114e-7,0.1360489891679303,16.602449400456564
2023-05-01T07:30:00-04:00,1.10109,1.10139,1.10087,1.10105,1.1001605,1.2101765500000001,0.9901444500000001,1.1009660728647146,1.10011,1.10139,1.09883,0.0007690476190480577,23.191426382115708,25.08710055986605,12.956925813132546,59.46918754219059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6513093667823373e-7,0.1061734192868449,16.60565220376004
2023-05-01T07:45:00-04:00,1.10105,1.1014,1.10083,1.10134,1.1002385000000001,1.2102623500000003,0.9902146500000001,1.1011540364695351,1.100115,1.1014,1.09883,0.001151904761904854,23.66910415000133,23.149102467727225,12.49810392309977,62.788244408028994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.045672192540628e-7,0.16247007367441418,16.611431623525856
2023-05-01T08:00:00-04:00,1.10134,1.10134,1.10075,1.10116,1.1003030000000003,1.2103333000000003,0.9902727000000002,1.1012169717178388,1.100115,1.1014,1.09883,0.0010257142857144075,23.81842966518406,21.313730151209278,12.58224240514604,59.529709786026345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.24639315872266e-7,0.0683143488637564,16.61167748189555
2023-05-01T08:15:00-04:00,1.10116,1.10199,1.10116,1.10165,1.100375,1.2104125000000001,0.9903375000000001,1.1014313714080397,1.10041,1.10199,1.09883,0.0015685714285715857,25.109038798787044,27.426091366650738,11.23298180399558,64.87390303169427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.065013296358659e-7,0.290325156168982,16.617537154727668
2023-05-01T08:30:00-04:00,1.10165,1.10302,1.10131,1.10298,1.1005230000000001,1.2105753000000004,0.9904707000000001,1.1020561323534466,1.100925,1.10302,1.09883,0.002922857142857227,27.430077708480237,33.731649619923004,9.074039011567772,74.65647578038251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.569338703051431e-7,1.0479901338591593,16.621889675057595
2023-05-01T08:45:00-04:00,1.10298,1.10337,1.1025099999999999,1.10328,1.1006705,1.2107375500000002,0.9906034500000002,1.102600934064369,1.1011,1.10337,1.09883,0.003241904761904779,29.858047942364813,34.388416693304194,8.218525254783811,76.26236275726731,NaN,NaN,NaN,NaN,76.26236275726731,NaN,76.26236275726731,NaN,7.776852520781941e-7,1.0591201147364044,16.627384790930485
2023-05-01T09:00:00-04:00,1.10328,1.10356,1.10261,1.10266,1.1008075000000002,1.2108882500000002,0.9907267500000002,1.1027535697967845,1.1011950000000001,1.10356,1.09883,0.0026323809523809416,32.250413540141444,32.937367585216755,7.389699957674548,66.83658227263791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.310652199570834e-7,0.5878086697740275,16.626717542207913
2023-05-01T09:15:00-04:00,1.10266,1.10288,1.1020699999999999,1.10248,1.1009600000000002,1.2110560000000004,0.9908640000000002,1.1027827138736592,1.1011950000000001,1.10356,1.09883,0.0024376190476187443,32.92286209797796,30.145836076715565,12.413584148432479,64.34989921774044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.518427239681695e-7,0.4391645740919987,16.62453545276619
2023-05-01T09:30:00-04:00,1.10248,1.10265,1.10219,1.10231,1.1010955000000002,1.2112050500000004,0.9909859500000002,1.1027280575279126,1.1011950000000001,1.10356,1.09883,0.0022599999999997067,33.54727861596901,28.660271796579163,11.801851995691733,62.00359577960926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.248399151287739e-7,0.2885853492217114,16.623653280326256
2023-05-01T09:45:00-04:00,1.10231,1.10275,1.10171,1.10174,1.1012215000000003,1.2113436500000003,0.9910993500000003,1.1024711551655182,1.1011950000000001,1.10356,1.09883,0.0016852380952379065,32.908920050146996,25.589887837499106,15.481991966946937,54.79005252394131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.121138371413238e-7,-0.01190970066708602,16.620036459622103
2023-05-01T10:00:00-04:00,1.10174,1.10175,1.0995,1.09961,1.1012295,1.2113524500000001,0.9911065500000001,1.1015106914469655,1.1014599999999999,1.10356,1.09936,-0.0004847619047620988,32.127430130227914,20.4784476965045,32.008900442966045,37.31811977307141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9897787811464906e-7,-3.3059268862860196,16.626535901649124
2023-05-01T10:15:00-04:00,1.09961,1.09978,1.09833,1.09852,1.1011535000000001,1.2112688500000002,0.9910381500000002,1.1004275670092127,1.100945,1.10356,1.09833,-0.0016404761904764698,32.3809164645558,17.985225665703094,37.93571344980369,31.740110357980456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1679905601866514e-7,-3.72355875967376,16.618853090251726
2023-05-01T10:30:00-04:00,1.09852,1.0992,1.09784,1.09804,1.1010440000000004,1.2111484000000006,0.9909396000000004,1.0994852646886826,1.1007,1.10356,1.09784,-0.0021766666666671597,32.9536077769923,16.01568468411093,37.72695658670662,29.639119289359783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.367712430480374e-7,-3.5698617940061084,16.614253104672784
2023-05-01T10:45:00-04:00,1.09804,1.09861,1.09778,1.09814,1.1009345000000004,1.2110279500000005,0.9908410500000003,1.098860380615996,1.10067,1.10356,1.09778,-0.0021423809523815063,33.52621241311319,14.940372830774155,35.67928235010463,30.668765797849275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.928478001568689e-7,-2.9895529662909577,16.61871250877264
2023-05-01T11:00:00-04:00,1.09814,1.0982,1.09696,1.09712,1.1007800000000003,1.2108580000000004,0.9907020000000003,1.098064439584837,1.10026,1.10356,1.09696,-0.003247142857143226,34.57935496132706,13.483808182492584,38.64788492564332,26.421586201175316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.474709486082516e-7,-3.298331113963533,16.623375831378482
2023-05-01T11:15:00-04:00,1.09712,1.0976,1.0968,1.09688,1.1006130000000005,1.2106743000000006,0.9905517000000005,1.0974308597415015,1.10018,1.10356,1.0968,-0.003619047619048077,35.65086111098534,12.628406927856389,37.46487906069615,25.525849668176292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.998088201842211e-7,-2.960375240540181,16.614924312060797
2023-05-01T11:30:00-04:00,1.09688,1.09711,1.09662,1.09684,1.1004235000000002,1.2104658500000003,0.9903811500000003,1.0969889342521066,1.10009,1.10356,1.09662,-0.003814285714285992,36.75305448543823,12.121190433601603,37.43555137345387,25.371466339082033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.299844385950738e-7,-2.553858777605886,16.613795643929166
2023-05-01T11:45:00-04:00,1.09684,1.09718,1.09669,1.09693,1.1002260000000006,1.2102486000000008,0.9902034000000005,1.0967325445688099,1.10009,1.10356,1.09662,-0.003835238095238447,37.64361808857292,12.210933657715923,35.88343769567115,26.44935494708129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.155725064391656e-7,-2.1551946665193595,16.61615028604668
2023-05-01T12:00:00-04:00,1.09693,1.09707,1.09643,1.09649,1.1000155000000005,1.2100170500000007,0.9900139500000005,1.0964179533887473,1.099995,1.10356,1.09643,-0.00439714285714321,38.640856365890826,11.538049553129518,36.14472172152173,24.580184274332737,24.580184274332737,NaN,24.580184274332737,NaN,NaN,NaN,NaN,NaN,-9.246644741819636e-7,-1.9881097141594497,16.616643417731897
